omega,Re_G_data,Im_G_data
5.4348000000e+02,-1.1779407919e-04,2.7930691329e-04
5.4348000000e+02,-1.5512804156e-04,2.7596772841e-04
5.4348000000e+02,-1.3348164376e-04,2.7960200228e-04
5.4348000000e+02,-2.0525174271e-04,2.2456093831e-04
5.4348000000e+02,-1.1962873736e-04,2.9428420634e-04
5.8638000000e+02,-7.6342656003e-05,2.5817937907e-04
5.8638000000e+02,-2.1635980627e-04,1.6399772661e-04
5.8638000000e+02,-7.2178541638e-05,2.6130450862e-04
5.8638000000e+02,-7.4665417443e-05,2.5926263795e-04
5.8638000000e+02,-7.0274652059e-05,2.4840067588e-04
5.8638000000e+02,-1.0657611412e-04,2.3479385512e-04
5.8638000000e+02,-7.0574957854e-05,2.4160311530e-04
5.8638000000e+02,-1.1697280584e-04,2.2245029016e-04
5.8638000000e+02,-1.0883135498e-04,2.1649450864e-04
5.8638000000e+02,-6.9790512331e-05,2.2909549207e-04
6.3267000000e+02,-4.1169524172e-05,2.1234585063e-04
6.3267000000e+02,-1.9200752745e-04,9.5822635658e-05
6.3267000000e+02,-3.2721359684e-05,2.0589614620e-04
6.3267000000e+02,-4.4979955263e-05,2.0304759177e-04
6.3267000000e+02,-3.0429679254e-05,2.1468414827e-04
6.3267000000e+02,-3.2030231346e-05,2.0233039015e-04
6.3267000000e+02,-5.7459265697e-05,1.9532381520e-04
6.3267000000e+02,-5.6459879628e-05,1.8809921343e-04
6.3267000000e+02,-1.4651095157e-04,1.0765415537e-04
6.3267000000e+02,-6.1392387429e-05,1.9554942180e-04
6.8262000000e+02,-1.6770398872e-02,-1.6323422763e-02
6.8262000000e+02,-1.1414887310e-05,1.8007857715e-04
6.8262000000e+02,-2.5755470284e-05,1.7357962481e-04
6.8262000000e+02,-1.7962424927e-05,1.7258777967e-04
6.8262000000e+02,-1.1351993274e-05,1.7252693195e-04
6.8262000000e+02,-2.3309673272e-05,1.7096830593e-04
6.8262000000e+02,-1.0524583568e-04,1.2187688449e-04
6.8262000000e+02,-8.0602784429e-06,1.6009722643e-04
6.8262000000e+02,-6.0588186491e-05,1.3024743436e-04
6.8262000000e+02,-9.0066880080e-06,1.7171395421e-04
7.3651000000e+02,1.0493569610e-05,1.4570261287e-04
7.3651000000e+02,3.9300589923e-06,1.4941832396e-04
7.3651000000e+02,3.3722256972e-06,1.6291510241e-04
7.3651000000e+02,4.3439595669e-06,1.4574527819e-04
7.3651000000e+02,9.1937041550e-06,1.4882630112e-04
7.3651000000e+02,4.9546686631e-06,1.3874155887e-04
7.3651000000e+02,-5.9322256309e-06,1.3441916232e-04
7.3651000000e+02,-2.9547973004e-06,1.3186689946e-04
7.3651000000e+02,-8.6965568743e-05,8.9077213434e-05
7.3651000000e+02,5.6445863947e-06,1.3896540952e-04
7.9466000000e+02,2.2797885877e-05,1.2182520265e-04
7.9466000000e+02,2.0805609820e-05,1.1892375499e-04
7.9466000000e+02,-1.1912127186e-05,1.1836208357e-04
7.9466000000e+02,2.3108396381e-05,1.1663280849e-04
7.9466000000e+02,-1.1663713798e-02,-1.1412050843e-02
7.9466000000e+02,9.5250537270e-06,1.1676213364e-04
7.9466000000e+02,1.8718596650e-05,1.1220941021e-04
7.9466000000e+02,-2.2446069174e-06,1.0107507972e-04
7.9466000000e+02,-1.5288457916e-06,9.2070307480e-05
7.9466000000e+02,1.8263056187e-05,1.1657813165e-04
8.5739000000e+02,-2.5840956094e-03,-2.4266779538e-03
8.5739000000e+02,-9.7095404320e-04,-8.3067507847e-04
8.5739000000e+02,-5.3299353577e-04,-4.3463110615e-04
8.5739000000e+02,3.4390537120e-05,1.0725114385e-04
8.5739000000e+02,2.7485568301e-05,9.9275392899e-05
8.5739000000e+02,3.9650010461e-05,9.4704833934e-05
8.5739000000e+02,1.2026873919e-05,6.8785489347e-05
8.5739000000e+02,2.0099773272e-07,6.4914688822e-05
8.5739000000e+02,-1.0895024886e-05,5.0692414943e-05
8.5739000000e+02,2.5505646563e-05,8.0148523844e-05
9.2508000000e+02,-2.9728168579e-04,-2.3561589122e-04
9.2508000000e+02,-7.1142890587e-04,-6.3961358201e-04
9.2508000000e+02,-4.4714435743e-03,-4.3863572646e-03
9.2508000000e+02,-8.8921874461e-05,-3.3723740101e-05
9.2508000000e+02,-5.5684011939e-04,-4.8220677467e-04
9.2508000000e+02,2.0992553082e-05,5.6908561431e-05
9.2508000000e+02,1.6770266726e-05,5.1154179135e-05
9.2508000000e+02,-2.9011747375e-06,5.1841885712e-05
9.2508000000e+02,-1.0963188079e-05,4.9820002521e-05
9.2508000000e+02,1.1045125683e-05,6.2036419486e-05
9.9811000000e+02,-6.4167312102e-04,-5.7585584843e-04
9.9811000000e+02,3.1333925188e-05,7.0109556990e-05
9.9811000000e+02,2.8500244962e-05,6.7920814196e-05
9.9811000000e+02,3.4554179713e-05,6.3826836553e-05
9.9811000000e+02,3.6214490982e-05,6.1695536013e-05
9.9811000000e+02,3.3444902313e-05,6.0500059093e-05
9.9811000000e+02,3.3116511380e-05,5.9778889209e-05
9.9811000000e+02,3.0234632506e-05,5.8246363605e-05
9.9811000000e+02,-4.8623815226e-05,-7.0552308150e-06
9.9811000000e+02,1.9425422215e-05,4.3151183712e-05
1.0769000000e+03,-3.9281990035e-04,-3.8735429298e-04
1.0769000000e+03,3.8027086356e-05,4.5983144773e-05
1.0769000000e+03,-1.2815270769e-02,-1.2705390632e-02
1.0769000000e+03,3.4021984331e-05,4.3056706309e-05
1.0769000000e+03,3.3882892623e-05,4.3023775793e-05
1.0769000000e+03,2.3837220004e-05,2.9647608782e-05
1.0769000000e+03,2.3123947650e-05,3.8091544548e-05
1.0769000000e+03,2.3776701727e-05,2.9303142340e-05
1.0769000000e+03,-6.2320235402e-06,1.7971096895e-05
1.0769000000e+03,3.2177440622e-05,4.4212367489e-05
1.1619000000e+03,-8.0778938853e-05,-9.5379574007e-05
1.1619000000e+03,2.9749942419e-05,2.6444268606e-05
1.1619000000e+03,3.1289289191e-05,2.4795691378e-05
1.1619000000e+03,3.2153349444e-05,2.4949735941e-05
1.1619000000e+03,3.4525345014e-05,2.9350464675e-05
1.1619000000e+03,3.5542156145e-05,2.8258640900e-05
1.1619000000e+03,3.9923642856e-05,2.9625731487e-05
1.1619000000e+03,3.8434919931e-05,3.2893826943e-05
1.1619000000e+03,3.9621933080e-05,3.2425915870e-05
1.1619000000e+03,-2.7130347200e-04,-2.7233338793e-04
