omega,Re_G_variance,Im_G_variance
6.659902569831614993e-01,2.802450990847580757e-12,2.344707240210737948e-12
6.660904649934011879e-01,2.802483065699428526e-12,2.344760116016902022e-12
6.661906880814070231e-01,2.802514927275467192e-12,2.344812048614923580e-12
6.662909262494476348e-01,2.802546567463900802e-12,2.344863033457614697e-12
6.663911794997919857e-01,2.802577978466416681e-12,2.344913066189424353e-12
6.664914478347095939e-01,2.802609152310309619e-12,2.344962142492386143e-12
6.665917312564698660e-01,2.802640081266671352e-12,2.345010258176448583e-12
6.666920297673430973e-01,2.802670757757469664e-12,2.345057409142298831e-12
6.667923433695995827e-01,2.802701174123225340e-12,2.345103591402627452e-12
6.668926720655099505e-01,2.802731322832109532e-12,2.345148801071517641e-12
6.669930158573454948e-01,2.802761196665821905e-12,2.345193034300698604e-12
6.670933747473772879e-01,2.802790788208462489e-12,2.345236287438952706e-12
6.671937487378774012e-01,2.802820090253119628e-12,2.345278556835540126e-12
6.672941378311176841e-01,2.802849095697327756e-12,2.345319838978355784e-12
6.673945420293706521e-01,2.802877797508222419e-12,2.345360130467371111e-12
6.674949613349091537e-01,2.802906188722545520e-12,2.345399427945576988e-12
6.675953957500061486e-01,2.802934262493119709e-12,2.345437728189318091e-12
6.676958452769352625e-01,2.802962012030770038e-12,2.345475028044543837e-12
6.677963099179702322e-01,2.802989430685648181e-12,2.345511324469326606e-12
6.678967896753850164e-01,2.803016511831068885e-12,2.345546614501991855e-12
6.679972845514543511e-01,2.803043248979686444e-12,2.345580895271752317e-12
6.680977945484528613e-01,2.803069635644093758e-12,2.345614163977466267e-12
6.681983196686559490e-01,2.803095665534323418e-12,2.345646417962034493e-12
6.682988599143389052e-01,2.803121332371974814e-12,2.345677654574257103e-12
6.683994152877775763e-01,2.803146629901838682e-12,2.345707871333563631e-12
6.684999857912483634e-01,2.803171552135867731e-12,2.345737065754670135e-12
6.686005714270275568e-01,2.803196093039514031e-12,2.345765235560136748e-12
6.687011721973922240e-01,2.803220246589817454e-12,2.345792378451884071e-12
6.688017881046195434e-01,2.803244007019383557e-12,2.345818492254671451e-12
6.689024191509870265e-01,2.803267368560802958e-12,2.345843574889536322e-12
6.690030653387726289e-01,2.803290325481507620e-12,2.345867624357859672e-12
6.691037266702544173e-01,2.803312872153482631e-12,2.345890638725430291e-12
6.692044031477112354e-01,2.803335003111363527e-12,2.345912616133078973e-12
6.693050947734220379e-01,2.803356712820082549e-12,2.345933554855137727e-12
6.694058015496657799e-01,2.803377995965323743e-12,2.345953453187852791e-12
6.695065234787224151e-01,2.803398847174695645e-12,2.345972309534413789e-12
6.696072605628716756e-01,2.803419261284951815e-12,2.345990122383703104e-12
6.697080128043940705e-01,2.803439233225817604e-12,2.346006890320927659e-12
6.698087802055701090e-01,2.803458757764394976e-12,2.346022611926658446e-12
6.699095627686807441e-01,2.803477829981511105e-12,2.346037285994710633e-12
6.700103604960074843e-01,2.803496444958035576e-12,2.346050911250501484e-12
6.701111733898318379e-01,2.803514597832974068e-12,2.346063486606130975e-12
6.702120014524359792e-01,2.803532283884803476e-12,2.346075011000960902e-12
6.703128446861021938e-01,2.803549498380438338e-12,2.346085483476018728e-12
6.704137030931131003e-01,2.803566236668182034e-12,2.346094903088972059e-12
6.705145766757518722e-01,2.803582494270679177e-12,2.346103269052299313e-12
6.706154654363019052e-01,2.803598266664171895e-12,2.346110580600440792e-12
6.707163693770469282e-01,2.803613549441161176e-12,2.346116837053567529e-12
6.708172885002710029e-01,2.803628338275557039e-12,2.346122037817586533e-12
6.709182228082585242e-01,2.803642628911065293e-12,2.346126182320370337e-12
6.710191723032943312e-01,2.803656417184428963e-12,2.346129270149928064e-12
6.711201369876634848e-01,2.803669698862772602e-12,2.346131300894982123e-12
6.712211168636514902e-01,2.803682470050257681e-12,2.346132274224680463e-12
6.713221119335440745e-01,2.803694726618775135e-12,2.346132189872655981e-12
6.714231221996274090e-01,2.803706464684313744e-12,2.346131047716739596e-12
6.715241476641881091e-01,2.803717680479160330e-12,2.346128847571707069e-12
6.716251883295127900e-01,2.803728370189240423e-12,2.346125589454989374e-12
6.717262441978888443e-01,2.803738530047074297e-12,2.346121273331591278e-12
6.718273152716036645e-01,2.803748156471203756e-12,2.346115899321344109e-12
6.719284015529450871e-01,2.803757245868678932e-12,2.346109467592621532e-12
6.720295030442015038e-01,2.803765794728012305e-12,2.346101978335767983e-12
6.721306197476613065e-01,2.803773799561088243e-12,2.346093431848125006e-12
6.722317516656133307e-01,2.803781257054210308e-12,2.346083828480888122e-12
6.723328988003470785e-01,2.803788163824111648e-12,2.346073168660361905e-12
6.724340611541518298e-01,2.803794516661953891e-12,2.346061452845445399e-12
6.725352387293178635e-01,2.803800312370665391e-12,2.346048681580771605e-12
6.726364315281351258e-01,2.803805547799803171e-12,2.346034855496706273e-12
6.727376395528944508e-01,2.803810219926886837e-12,2.346019975224318336e-12
6.728388628058866727e-01,2.803814325741214027e-12,2.346004041501660907e-12
6.729401012894031808e-01,2.803817862290339644e-12,2.345987055125942226e-12
6.730413550057355865e-01,2.803820826680078276e-12,2.345969016937579007e-12
6.731426239571760561e-01,2.803823216167458220e-12,2.345949927846764769e-12
6.732439081460166452e-01,2.803825027881871541e-12,2.345929788812211132e-12
6.733452075745502974e-01,2.803826259231739972e-12,2.345908600888969194e-12
6.734465222450698452e-01,2.803826907602422339e-12,2.345886365111519997e-12
6.735478521598688983e-01,2.803826970309746229e-12,2.345863082669130753e-12
6.736491973212409556e-01,2.803826444890480466e-12,2.345838754741117466e-12
6.737505577314801819e-01,2.803825328951293058e-12,2.345813382571238680e-12
6.738519333928810751e-01,2.803823620017707533e-12,2.345786967483630821e-12
6.739533243077383551e-01,2.803821315778102644e-12,2.345759510861548688e-12
6.740547304783469640e-01,2.803818413897812405e-12,2.345731014083595804e-12
6.741561519070025099e-01,2.803814912263125395e-12,2.345701478661876908e-12
6.742575885960008231e-01,2.803810808563006419e-12,2.345670906103837790e-12
6.743590405476379557e-01,2.803806100823567872e-12,2.345639298018531746e-12
6.744605077642104041e-01,2.803800786954934302e-12,2.345606656020970356e-12
6.745619902480149976e-01,2.803794864867435434e-12,2.345572981795880614e-12
6.746634880013490099e-01,2.803788332738839231e-12,2.345538277108327814e-12
6.747650010265099363e-01,2.803781188549602404e-12,2.345502543718692048e-12
6.748665293257954945e-01,2.803773430559242028e-12,2.345465783504873639e-12
6.749680729015041791e-01,2.803765056957774235e-12,2.345427998361330256e-12
6.750696317559341519e-01,2.803756066098090574e-12,2.345389190204385730e-12
6.751712058913847958e-01,2.803746456135778209e-12,2.345349361030671498e-12
6.752727953101549385e-01,2.803736225551965514e-12,2.345308512895866285e-12
6.753744000145445181e-01,2.803725372781523777e-12,2.345266647861555401e-12
6.754760200068532505e-01,2.803713896236305398e-12,2.345223768101491947e-12
6.755776552893815179e-01,2.803701794560756841e-12,2.345179875768756779e-12
6.756793058644299244e-01,2.803689066236884146e-12,2.345134973133896057e-12
6.757809717342994071e-01,2.803675709956052044e-12,2.345089062462712573e-12
6.758826529012914586e-01,2.803661724374992726e-12,2.345042146069387475e-12
6.759843493677076820e-01,2.803647108197137743e-12,2.344994226321789486e-12
6.760860611358500138e-01,2.803631860370133217e-12,2.344945305657403786e-12
6.761877882080210567e-01,2.803615979539769374e-12,2.344895386503632273e-12
6.762895305865231910e-01,2.803599464607672742e-12,2.344844471394668769e-12
6.763912882736596854e-01,2.803582314649972646e-12,2.344792562881171948e-12
6.764930612717339198e-01,2.803564528522277632e-12,2.344739663503697815e-12
6.765948495830496068e-01,2.803546105266319156e-12,2.344685775968007469e-12
6.766966532099109033e-01,2.803527044005387551e-12,2.344630902895365991e-12
6.767984721546222993e-01,2.803507343793292402e-12,2.344575047056289233e-12
6.769003064194885066e-01,2.803487003846730826e-12,2.344518211158032710e-12
6.770021560068146815e-01,2.803466023405865941e-12,2.344460398030523066e-12
6.771040209189062020e-01,2.803444401699473803e-12,2.344401610488224562e-12
6.772059011580691124e-01,2.803422137979798487e-12,2.344341851436378881e-12
6.773077967266095678e-01,2.803399231708441944e-12,2.344281123812559235e-12
6.774097076268339457e-01,2.803375682265908096e-12,2.344219430533543406e-12
6.775116338610492894e-01,2.803351488986463165e-12,2.344156774606859933e-12
6.776135754315626425e-01,2.803326651471816051e-12,2.344093159120151093e-12
6.777155323406818255e-01,2.803301169196110509e-12,2.344028587081808958e-12
6.778175045907144369e-01,2.803275041726663223e-12,2.343963061617506724e-12
6.779194921839690746e-01,2.803248268723964617e-12,2.343896585895823544e-12
6.780214951227541142e-01,2.803220849813881465e-12,2.343829163106986629e-12
6.781235134093785977e-01,2.803192784703833763e-12,2.343760796430996122e-12
6.782255470461518998e-01,2.803164073171177854e-12,2.343691489165092897e-12
6.783275960353835066e-01,2.803134714947027127e-12,2.343621244606893052e-12
6.784296603793835700e-01,2.803104709902134612e-12,2.343550066038449733e-12
6.785317400804624643e-01,2.803074057826158133e-12,2.343477956837780345e-12
6.786338351409306746e-01,2.803042758764565161e-12,2.343404920425744029e-12
6.787359455630994631e-01,2.803010812530702469e-12,2.343330960212918734e-12
6.788380713492800922e-01,2.802978219216957006e-12,2.343256079636774666e-12
6.789402125017844902e-01,2.802944978799766643e-12,2.343180282214772170e-12
6.790423690229244746e-01,2.802911091360348158e-12,2.343103571485931201e-12
6.791445409150126400e-01,2.802876557014991513e-12,2.343025950994889511e-12
6.792467281803618029e-01,2.802841375926675927e-12,2.342947424313139144e-12
6.793489308212850020e-01,2.802805548188899464e-12,2.342867995070879752e-12
6.794511488400958310e-01,2.802769074150950853e-12,2.342787666957006479e-12
6.795533822391079948e-01,2.802731953999700210e-12,2.342706443586341011e-12
6.796556310206357532e-01,2.802694187991935821e-12,2.342624328733279403e-12
6.797578951869935882e-01,2.802655776593761036e-12,2.342541326098127288e-12
6.798601747404963147e-01,2.802616720039160128e-12,2.342457439445159469e-12
6.799624696834593029e-01,2.802577018817894297e-12,2.342372672607915821e-12
6.800647800181981451e-01,2.802536673408318296e-12,2.342287029367064913e-12
6.801671057470285442e-01,2.802495684184449431e-12,2.342200513615000438e-12
6.802694468722668697e-01,2.802454051741222817e-12,2.342113129217774748e-12
6.803718033962297129e-01,2.802411776592465442e-12,2.342024880078808725e-12
6.804741753212342203e-01,2.802368859356754519e-12,2.341935770149500129e-12
6.805765626495975384e-01,2.802325300618021803e-12,2.341845803365499192e-12
6.806789653836372578e-01,2.802281101006865284e-12,2.341754983731650931e-12
6.807813835256715240e-01,2.802236261351548825e-12,2.341663315258272359e-12
6.808838170780187049e-01,2.802190782213373441e-12,2.341570802003615767e-12
6.809862660429973902e-01,2.802144664420996392e-12,2.341477447994224317e-12
6.810887304229267247e-01,2.802097908745190064e-12,2.341383257336412804e-12
6.811912102201260755e-01,2.802050516061457281e-12,2.341288234120694371e-12
6.812937054369153644e-01,2.802002487106108344e-12,2.341192382480171056e-12
6.813962160756144026e-01,2.801953822882790406e-12,2.341095706617064563e-12
6.814987421385437782e-01,2.801904524279184993e-12,2.340998210675299749e-12
6.816012836280244125e-01,2.801854592183158611e-12,2.340899898883827396e-12
6.817038405463772266e-01,2.801804027656982421e-12,2.340800775434520162e-12
6.818064128959239190e-01,2.801752831670188031e-12,2.340700844577714761e-12
6.819090006789861880e-01,2.801701005285402031e-12,2.340600110600966189e-12
6.820116038978863982e-01,2.801648549518968476e-12,2.340498577791881140e-12
6.821142225549469140e-01,2.801595465526778164e-12,2.340396250459342381e-12
6.822168566524907662e-01,2.801541754430047354e-12,2.340293132933499861e-12
6.823195061928412075e-01,2.801487417419846254e-12,2.340189229560451396e-12
6.824221711783217126e-01,2.801432455652568513e-12,2.340084544718158623e-12
6.825248516112563113e-01,2.801376870366068109e-12,2.339979082784590447e-12
6.826275474939693666e-01,2.801320662717065038e-12,2.339872848185481012e-12
6.827302588287853524e-01,2.801263834164394902e-12,2.339765845330631947e-12
6.828329856180294088e-01,2.801206385830249773e-12,2.339658078682898740e-12
6.829357278640267870e-01,2.801148319162158970e-12,2.339549552694494200e-12
6.830384855691032930e-01,2.801089635445210986e-12,2.339440271838821987e-12
6.831412587355849553e-01,2.801030336138843226e-12,2.339330240658228111e-12
6.832440473657980240e-01,2.800970422632958631e-12,2.339219463604791691e-12
6.833468514620694156e-01,2.800909896340828801e-12,2.339107945279110753e-12
6.834496710267260466e-01,2.800848758745543742e-12,2.338995690170278326e-12
6.835525060620956106e-01,2.800787011353556465e-12,2.338882702878737741e-12
6.836553565705056901e-01,2.800724655636615553e-12,2.338768987957089950e-12
6.837582225542845338e-01,2.800661693194341294e-12,2.338654550053343191e-12
6.838611040157605014e-01,2.800598125568418615e-12,2.338539393714590069e-12
6.839640009572626189e-01,2.800533954370333885e-12,2.338423523604535867e-12
6.840669133811200231e-01,2.800469181153635693e-12,2.338306944360231911e-12
6.841698412896622949e-01,2.800403807692622010e-12,2.338189660629210646e-12
6.842727846852192375e-01,2.800337835552692564e-12,2.338071677101305843e-12
6.843757435701210978e-01,2.800271266473539851e-12,2.337952998418457997e-12
6.844787179466985672e-01,2.800204102136909301e-12,2.337833629307330608e-12
6.845817078172825587e-01,2.800136344282714747e-12,2.337713574473203671e-12
6.846847131842043188e-01,2.800067994639363810e-12,2.337592838615878724e-12
6.847877340497956489e-01,2.799999055097923850e-12,2.337471426466805443e-12
6.848907704163883503e-01,2.799929527421838920e-12,2.337349342804984274e-12
6.849938222863150017e-01,2.799859413386262443e-12,2.337226592356173587e-12
6.850968896619080706e-01,2.799788714905771803e-12,2.337103179909577876e-12
6.851999725455008017e-01,2.799717433802150307e-12,2.336979110217059761e-12
6.853030709394264397e-01,2.799645572001763873e-12,2.336854388093909007e-12
6.854061848460188955e-01,2.799573131477503290e-12,2.336729018333970076e-12
6.855093142676121909e-01,2.799500114051409551e-12,2.336603005730851550e-12
6.856124592065407919e-01,2.799426521766194275e-12,2.336476355104436311e-12
6.857156196651394975e-01,2.799352356560155701e-12,2.336349071311478164e-12
6.858187956457435508e-01,2.799277620487760864e-12,2.336221159181953370e-12
6.859219871506883059e-01,2.799202315464232572e-12,2.336092623545573232e-12
6.860251941823098942e-01,2.799126443660268449e-12,2.335963469258289418e-12
6.861284167429442249e-01,2.799050007037660198e-12,2.335833701207587839e-12
6.862316548349280954e-01,2.798973007767224995e-12,2.335703324259454172e-12
6.863349084605983030e-01,2.798895447776050119e-12,2.335572343284879586e-12
6.864381776222920895e-01,2.798817329397585824e-12,2.335440763181064922e-12
6.865414623223472512e-01,2.798738654640286413e-12,2.335308588844899210e-12
6.866447625631014740e-01,2.798659425710002263e-12,2.335175825183555907e-12
6.867480783468934424e-01,2.798579644673328618e-12,2.335042477077378007e-12
6.868514096760616194e-01,2.798499313875497403e-12,2.334908549491201291e-12
6.869547565529450228e-01,2.798418435441224611e-12,2.334774047304697882e-12
6.870581189798831145e-01,2.798337011611341714e-12,2.334638975460813161e-12
6.871614969592155786e-01,2.798255044603496911e-12,2.334503338918042133e-12
6.872648904932825431e-01,2.798172536693405836e-12,2.334367142586810833e-12
6.873682995844244692e-01,2.798089490180022323e-12,2.334230391414287384e-12
6.874717242349820401e-01,2.798005907362322825e-12,2.334093090373771627e-12
6.875751644472964941e-01,2.797921790504482027e-12,2.333955244385178344e-12
