omega,Re_G_variance,Im_G_variance
7.287638463905251385e+00,2.655113826114422482e-12,2.324049452043757370e-12
7.288734996087453233e+00,2.655105072906631615e-12,2.323999172844274146e-12
7.289831693259017698e+00,2.655096331946963854e-12,2.323948832503072343e-12
7.290928555444769366e+00,2.655087603936364700e-12,2.323898431524605714e-12
7.292025582669534600e+00,2.655078888332057460e-12,2.323847969910864259e-12
7.293122774958153087e+00,2.655070184534736452e-12,2.323797447489309735e-12
7.294220132335456519e+00,2.655061493267958127e-12,2.323746864626868233e-12
7.295317654826286358e+00,2.655052814475129678e-12,2.323696221664008990e-12
7.296415342455484954e+00,2.655044147613479663e-12,2.323645518570982179e-12
7.297513195247899986e+00,2.655035494039721613e-12,2.323594755984405873e-12
7.298611213228383576e+00,2.655026852103054651e-12,2.323543933313931204e-12
7.299709396421789620e+00,2.655018222606175572e-12,2.323493051312512653e-12
7.300807744852978232e+00,2.655009605786458151e-12,2.323442109982116793e-12
7.301906258546810413e+00,2.655001000569736871e-12,2.323391109187215655e-12
7.303004937528152496e+00,2.654992408278796318e-12,2.323340049680725350e-12
7.304103781821875252e+00,2.654983827952537437e-12,2.323288931237204831e-12
7.305202791452852118e+00,2.654975260212748422e-12,2.323237754244655925e-12
7.306301966445960083e+00,2.654966704618423261e-12,2.323186518646862259e-12
7.307401306826080578e+00,2.654958161033828400e-12,2.323135224683744178e-12
7.308500812618098585e+00,2.654949629922462056e-12,2.323083872679823054e-12
7.309600483846902641e+00,2.654941111216426756e-12,2.323032462600025701e-12
7.310700320537384833e+00,2.654932604938275289e-12,2.322980995133725976e-12
7.311800322714441691e+00,2.654924110805292830e-12,2.322929469817520176e-12
7.312900490402973297e+00,2.654915628568686232e-12,2.322877886949467566e-12
7.314000823627879733e+00,2.654907158737174398e-12,2.322826246896356914e-12
7.315101322414074403e+00,2.654898701389841935e-12,2.322774549940360609e-12
7.316201986786466271e+00,2.654890255780424910e-12,2.322722795792578957e-12
7.317302816769969631e+00,2.654881822915110588e-12,2.322670985242787285e-12
7.318403812389503216e+00,2.654873401482332214e-12,2.322619117721843730e-12
7.319504973669989312e+00,2.654864993019661026e-12,2.322567194220424303e-12
7.320606300636353758e+00,2.654856596532102953e-12,2.322515214423183763e-12
7.321707793313526835e+00,2.654848212019601450e-12,2.322463178511800134e-12
7.322809451726441488e+00,2.654839839719525444e-12,2.322411086837137340e-12
7.323911275900035989e+00,2.654831479699654066e-12,2.322358939549132369e-12
7.325013265859251277e+00,2.654823132140824427e-12,2.322306736840015048e-12
7.326115421629031843e+00,2.654814796115889038e-12,2.322254478642941266e-12
7.327217743234326619e+00,2.654806472721470881e-12,2.322202165551949893e-12
7.328320230700088089e+00,2.654798161132176993e-12,2.322149797373297700e-12
7.329422884051271403e+00,2.654789862060224824e-12,2.322097374679852901e-12
7.330525703312837926e+00,2.654781574499331792e-12,2.322044897061108134e-12
7.331628688509750802e+00,2.654773299557418682e-12,2.321992365311962158e-12
7.332731839666976725e+00,2.654765036714358121e-12,2.321939779407837448e-12
7.333835156809487721e+00,2.654756785924869644e-12,2.321887139355881363e-12
7.334938639962258478e+00,2.654748546634912687e-12,2.321834445110376019e-12
7.336042289150263684e+00,2.654740320246352398e-12,2.321781697788644916e-12
7.337146104398494018e+00,2.654732105549410073e-12,2.321728896752853851e-12
7.338250085731930383e+00,2.654723902871899648e-12,2.321676042359045108e-12
7.339354233175564346e+00,2.654715712496408318e-12,2.321623134931529225e-12
7.340458546754389246e+00,2.654707533925426928e-12,2.321570174498570900e-12
7.341563026493401978e+00,2.654699367113679053e-12,2.321517161210019070e-12
7.342667672417603875e+00,2.654691213157762233e-12,2.321464095717903699e-12
7.343772484551999824e+00,2.654683070723547230e-12,2.321410977659294044e-12
7.344877462921600042e+00,2.654674940082317376e-12,2.321357807263315498e-12
7.345982607551414745e+00,2.654666821652327179e-12,2.321304584970523729e-12
7.347087918466462142e+00,2.654658715478742800e-12,2.321251310967732713e-12
7.348193395691762220e+00,2.654650620962311872e-12,2.321197984966020136e-12
7.349299039252336740e+00,2.654642538363008616e-12,2.321144607723069707e-12
7.350404849173215460e+00,2.654634468087780046e-12,2.321091179282956257e-12
7.351510825479429023e+00,2.654626409390403024e-12,2.321037699610468471e-12
7.352616968196012515e+00,2.654618362870018442e-12,2.320984169309959931e-12
7.353723277348004572e+00,2.654610328029128053e-12,2.320930587907502595e-12
7.354829752960448275e+00,2.654602305478176205e-12,2.320876956155428539e-12
7.355936395058389365e+00,2.654594294527472385e-12,2.320823273976223509e-12
7.357043203666878917e+00,2.654586295787459729e-12,2.320769541805058823e-12
7.358150178810967112e+00,2.654578308862392092e-12,2.320715759701831567e-12
7.359257320515718348e+00,2.654570333627856340e-12,2.320661927567878642e-12
7.360364628806190801e+00,2.654562370389046574e-12,2.320608045885916077e-12
7.361472103707449754e+00,2.654554419157213745e-12,2.320554114906092094e-12
7.362579745244564045e+00,2.654546479581837239e-12,2.320500134535015661e-12
7.363687553442606948e+00,2.654538552115079508e-12,2.320446105355784080e-12
7.364795528326654406e+00,2.654530636169008196e-12,2.320392027090020784e-12
7.365903669921787689e+00,2.654522732297533009e-12,2.320337900273237977e-12
7.367011978253089843e+00,2.654514840240577941e-12,2.320283724944149975e-12
7.368120453345649246e+00,2.654506959952868989e-12,2.320229501389855900e-12
7.369229095224558712e+00,2.654499091456964597e-12,2.320175229791747414e-12
7.370337903914911948e+00,2.654491234911086079e-12,2.320120910262510911e-12
7.371446879441807987e+00,2.654483389874275486e-12,2.320066542898973778e-12
7.372556021830352080e+00,2.654475556821302179e-12,2.320012128115032477e-12
7.373665331105648590e+00,2.654467735605144498e-12,2.319957666097333365e-12
7.374774807292809875e+00,2.654459926022257041e-12,2.319903156731305465e-12
7.375884450416949178e+00,2.654452128287386884e-12,2.319848600483661607e-12
7.376994260503185075e+00,2.654444342106547653e-12,2.319793997467047797e-12
7.378104237576639690e+00,2.654436568293659627e-12,2.319739348100590151e-12
7.379214381662437816e+00,2.654428805232033842e-12,2.319684651931512699e-12
7.380324692785706020e+00,2.654421054538255459e-12,2.319629909822799082e-12
7.381435170971584192e+00,2.654413315454828179e-12,2.319575121659850049e-12
7.382545816245206893e+00,2.654405587721684478e-12,2.319520287513011495e-12
7.383656628631714014e+00,2.654397872344926397e-12,2.319465408123682414e-12
7.384767608156249885e+00,2.654390167956587843e-12,2.319410482938689003e-12
7.385878754843963279e+00,2.654382475822785872e-12,2.319355512789232667e-12
7.386990068720006519e+00,2.654374794926014822e-12,2.319300497344061497e-12
7.388101549809535484e+00,2.654367125707121975e-12,2.319245437127891943e-12
7.389213198137710492e+00,2.654359468866965184e-12,2.319190332480489651e-12
7.390325013729693637e+00,2.654351822574085793e-12,2.319135183060033543e-12
7.391436996610653232e+00,2.654344188275472707e-12,2.319079989438756908e-12
7.392549146805759364e+00,2.654336565914549276e-12,2.319024751850730857e-12
7.393661464340188338e+00,2.654328954733834950e-12,2.318969470197165870e-12
7.394773949239118238e+00,2.654321355275916188e-12,2.318914144870623369e-12
7.395886601527730697e+00,2.654313767359865406e-12,2.318858776110433605e-12
7.396999421231212679e+00,2.654306191234339638e-12,2.318803364055538282e-12
7.398112408374754700e+00,2.654298626458399516e-12,2.318747908733927447e-12
7.399225562983549942e+00,2.654291073563323598e-12,2.318692410775856586e-12
7.400338885082795137e+00,2.654283531723809796e-12,2.318636869754960541e-12
7.401452374697694125e+00,2.654276001719841768e-12,2.318581286354303494e-12
7.402566031853448969e+00,2.654268483110483375e-12,2.318525660617695725e-12
7.403679856575267948e+00,2.654260976246133657e-12,2.318469992726298673e-12
7.404793848888369112e+00,2.654253480369323778e-12,2.318414282766177898e-12
7.405908008817966071e+00,2.654245996361777784e-12,2.318358531129788593e-12
7.407022336389279538e+00,2.654238523714732342e-12,2.318302737919027052e-12
7.408136831627533780e+00,2.654231062722062348e-12,2.318246903367848466e-12
7.409251494557955731e+00,2.654223612886311964e-12,2.318191027551724989e-12
7.410366325205777649e+00,2.654216174512660349e-12,2.318135110778551177e-12
7.411481323596235349e+00,2.654208748143683862e-12,2.318079153329795430e-12
7.412596489754567308e+00,2.654201332637561854e-12,2.318023155206955799e-12
7.413711823706018222e+00,2.654193928265560693e-12,2.317967116474915880e-12
7.414827325475833675e+00,2.654186535909393926e-12,2.317911037790156984e-12
7.415942995089264578e+00,2.654179155060303872e-12,2.317854919238666717e-12
7.417058832571566285e+00,2.654171785141708892e-12,2.317798760526125088e-12
7.418174837947996814e+00,2.654164426775315187e-12,2.317742562372359370e-12
7.419291011243816847e+00,2.654157079588023910e-12,2.317686324694319496e-12
7.420407352484295060e+00,2.654149743715443407e-12,2.317630047831503332e-12
7.421523861694698354e+00,2.654142419406226271e-12,2.317573731986070103e-12
7.422640538900302509e+00,2.654135106298580746e-12,2.317517377275661615e-12
7.423757384126384196e+00,2.654127804935075920e-12,2.317460984066152212e-12
7.424874397398223635e+00,2.654120513947821634e-12,2.317404552026234246e-12
7.425991578741102828e+00,2.654113234964618052e-12,2.317348082023514765e-12
7.427108928180317982e+00,2.654105967363670519e-12,2.317291574064687550e-12
7.428226445741158201e+00,2.654098710511884559e-12,2.317235027924068001e-12
7.429344131448918809e+00,2.654091465290960791e-12,2.317178444474492014e-12
7.430461985328901342e+00,2.654084231192153655e-12,2.317121823263165444e-12
7.431580007406408228e+00,2.654077008362374144e-12,2.317065165009736232e-12
7.432698197706748999e+00,2.654069796982446443e-12,2.317008469683901214e-12
7.433816556255234076e+00,2.654062596351454537e-12,2.316951737376824740e-12
7.434935083077179208e+00,2.654055407136309967e-12,2.316894968353938084e-12
7.436053778197903696e+00,2.654048229235227512e-12,2.316838163028527417e-12
7.437172641642730397e+00,2.654041062263815374e-12,2.316781321291055123e-12
7.438291673436985718e+00,2.654033906753330703e-12,2.316724443575910579e-12
7.439410873606001395e+00,2.654026762183730543e-12,2.316667529921409048e-12
7.440530242175110942e+00,2.654019628724534815e-12,2.316610580439794254e-12
7.441649779169653200e+00,2.654012506635695932e-12,2.316553595739679681e-12
7.442769484614969677e+00,2.654005395476303607e-12,2.316496575521401381e-12
7.443889358536406320e+00,2.653998295687178462e-12,2.316439520425230671e-12
7.445009400959313517e+00,2.653991206929148577e-12,2.316382430315192063e-12
7.446129611909044321e+00,2.653984128840435526e-12,2.316325305377416949e-12
7.447249991410955339e+00,2.653977062223593526e-12,2.316268146025080024e-12
7.448370539490405839e+00,2.653970006795972377e-12,2.316210952549890893e-12
7.449491256172766640e+00,2.653962962320140952e-12,2.316153724858097843e-12
7.450612141483403228e+00,2.653955928716926594e-12,2.316096463172756911e-12
7.451733195447688196e+00,2.653948906031502332e-12,2.316039167870034944e-12
7.452854418090998578e+00,2.653941894682076627e-12,2.315981839046243956e-12
7.453975809438714073e+00,2.653934893854710624e-12,2.315924476718495035e-12
7.455097369516217931e+00,2.653927904555425180e-12,2.315867081532193431e-12
7.456219098348899621e+00,2.653920925913761738e-12,2.315809653208762242e-12
7.457340995962149499e+00,2.653913958438361250e-12,2.315752192314383979e-12
7.458463062381364139e+00,2.653907002016138271e-12,2.315694699072040766e-12
7.459585297631942780e+00,2.653900056409666520e-12,2.315637173234825655e-12
7.460707701739287323e+00,2.653893121777158426e-12,2.315579615437516560e-12
7.461830274728805890e+00,2.653886197960315530e-12,2.315522025633816411e-12
7.462953016625909264e+00,2.653879285219087013e-12,2.315464404067795590e-12
7.464075927456010895e+00,2.653872383191703334e-12,2.315406750988792103e-12
7.465199007244531337e+00,2.653865492296367705e-12,2.315349066756995851e-12
7.466322256016890258e+00,2.653858612318262775e-12,2.315291351363039658e-12
7.467445673798516204e+00,2.653851742635631450e-12,2.315233604755324500e-12
7.468569260614837724e+00,2.653844884130136789e-12,2.315175827542131050e-12
7.469693016491289583e+00,2.653838036462619795e-12,2.315118019824931507e-12
7.470816941453303883e+00,2.653831199712165076e-12,2.315060181868840086e-12
7.471941035526331376e+00,2.653824374059592373e-12,2.315002313828101333e-12
7.473065298735812156e+00,2.653817558826628933e-12,2.314944415593017689e-12
7.474189731107196089e+00,2.653810754228006481e-12,2.314886487708451974e-12
7.475314332665935702e+00,2.653803960681926208e-12,2.314828530339181959e-12
7.476439103437487965e+00,2.653797178301382279e-12,2.314770543866397350e-12
7.477564043447313402e+00,2.653790405955955242e-12,2.314712527868940026e-12
7.478689152720876088e+00,2.653783644696856351e-12,2.314654483092204329e-12
7.479814431283644538e+00,2.653776894026678234e-12,2.314596409431732453e-12
7.480939879161090822e+00,2.653770154114936373e-12,2.314538307390076202e-12
7.482065496378691449e+00,2.653763424837249540e-12,2.314480176894436008e-12
7.483191282961924706e+00,2.653756706250095027e-12,2.314422018199262402e-12
7.484317238936274208e+00,2.653749998624721432e-12,2.314363831785951883e-12
7.485443364327228899e+00,2.653743301316777272e-12,2.314305617354730237e-12
7.486569659160278611e+00,2.653736614880103184e-12,2.314247375603370760e-12
7.487696123460919395e+00,2.653729938839905170e-12,2.314189106327095764e-12
7.488822757254649076e+00,2.653723274168255755e-12,2.314130810181421245e-12
7.489949560566970810e+00,2.653716619531285813e-12,2.314072486845447979e-12
7.491076533423391304e+00,2.653709975256762026e-12,2.314014136716057061e-12
7.492203675849421707e+00,2.653703341695056372e-12,2.313955760047616223e-12
7.493330987870570503e+00,2.653696718913950808e-12,2.313897357068091273e-12
7.494458469512364829e+00,2.653690107037743762e-12,2.313838928047658462e-12
7.495586120800322938e+00,2.653683504992557698e-12,2.313780472802622707e-12
7.496713941759970190e+00,2.653676913999137120e-12,2.313721991972564256e-12
7.497841932416835498e+00,2.653670333198374183e-12,2.313663485521540740e-12
7.498970092796453102e+00,2.653663763076281117e-12,2.313604953761907351e-12
7.500098422924359909e+00,2.653657203282410012e-12,2.313546396731592824e-12
7.501226922826097265e+00,2.653650654144523915e-12,2.313487814758764105e-12
7.502355592527210959e+00,2.653644115628672879e-12,2.313429208187402311e-12
7.503484432053247666e+00,2.653637587361803697e-12,2.313370576870715601e-12
7.504613441429762055e+00,2.653631069321271493e-12,2.313311921110455664e-12
7.505742620682309685e+00,2.653624562366099295e-12,2.313253241408877845e-12
7.506871969836451441e+00,2.653618065038106217e-12,2.313194537339504298e-12
7.508001488917750876e+00,2.653611578998855774e-12,2.313135809985011048e-12
7.509131177951775982e+00,2.653605102891901412e-12,2.313077058760608868e-12
7.510261036964100079e+00,2.653598636898060449e-12,2.313018284163230951e-12
7.511391065980296489e+00,2.653592181435519943e-12,2.312959486294049405e-12
7.512521265025946526e+00,2.653585736459028104e-12,2.312900665718556884e-12
7.513651634126633283e+00,2.653579301866817080e-12,2.312841822173830719e-12
7.514782173307944291e+00,2.653572877466692991e-12,2.312782955961523242e-12
7.515912882595469746e+00,2.653566463405560771e-12,2.312724067546835901e-12
7.517043762014801622e+00,2.653560059785113551e-12,2.312665156840950179e-12
7.518174811591546103e+00,2.653553666526190389e-12,2.312606224192967395e-12
7.519306031351302266e+00,2.653547282927951607e-12,2.312547269477131456e-12
7.520437421319676297e+00,2.653540910199809577e-12,2.312488293459325985e-12
7.521568981522278818e+00,2.653534547493982931e-12,2.312429295997946385e-12
7.522700711984724009e+00,2.653528195432112843e-12,2.312370277426217599e-12
7.523832612732629599e+00,2.653521852759504860e-12,2.312311237512844500e-12
7.524964683791618647e+00,2.653515521092482421e-12,2.312252177155536964e-12
7.526096925187315101e+00,2.653509198995502249e-12,2.312193095853925441e-12
7.527229336945350902e+00,2.653502887440602134e-12,2.312133994447651568e-12
7.528361919091357990e+00,2.653496585851283638e-12,2.312074872494375664e-12
7.529494671650973636e+00,2.653490294645727757e-12,2.312015730722920995e-12
7.530627594649839551e+00,2.653484013530016378e-12,2.311956569149902259e-12
7.531760688113600999e+00,2.653477742481507452e-12,2.311897387823585927e-12
7.532893952067907684e+00,2.653471481681014664e-12,2.311838187240629336e-12
7.534027386538410198e+00,2.653465230687681847e-12,2.311778967254096450e-12
7.535160991550767129e+00,2.653458989806657061e-12,2.311719728197091853e-12
7.536294767130638839e+00,2.653452759343086747e-12,2.311660470597876994e-12
7.537428713303688355e+00,2.653446538844813305e-12,2.311601194172348048e-12
7.538562830095584921e+00,2.653440328266588984e-12,2.311541899306322976e-12
7.539697117531996895e+00,2.653434127630985558e-12,2.311482586026915367e-12
7.540831575638607731e+00,2.653427936892755681e-12,2.311423254741016092e-12
7.541966204441093780e+00,2.653421756741347122e-12,2.311363905829124195e-12
7.543101003965137608e+00,2.653415585888184145e-12,2.311304538991295826e-12
7.544235974236428000e+00,2.653409425508742099e-12,2.311245154919213516e-12
7.545371115280656404e+00,2.653403274698748591e-12,2.311185753339298992e-12
7.546506427123516936e+00,2.653397133819864111e-12,2.311126334732226180e-12
7.547641909790709924e+00,2.653391003018992785e-12,2.311066899235813547e-12
7.548777563307937477e+00,2.653384882081343920e-12,2.311007447109180269e-12
7.549913387700907919e+00,2.653378771334667637e-12,2.310947978495400722e-12
7.551049382995329573e+00,2.653372670405933351e-12,2.310888493769603332e-12
7.552185549216919647e+00,2.653366579385530333e-12,2.310828992805861970e-12
7.553321886391395346e+00,2.653360497787401924e-12,2.310769475805245339e-12
7.554458394544479205e+00,2.653354426447925871e-12,2.310709943232506160e-12
7.555595073701897313e+00,2.653348364801925366e-12,2.310650395061907320e-12
7.556731923889380198e+00,2.653342312951092732e-12,2.310590831605233711e-12
7.557868945132661942e+00,2.653336270737155360e-12,2.310531252921117414e-12
7.559006137457479291e+00,2.653330238600888639e-12,2.310471659495352151e-12
7.560143500889575208e+00,2.653324215909303509e-12,2.310412051186150765e-12
7.561281035454695321e+00,2.653318203306624629e-12,2.310352428373811964e-12
7.562418741178584369e+00,2.653312200374616476e-12,2.310292791296231358e-12
7.563556618087003081e+00,2.653306206966310301e-12,2.310233140006724535e-12
7.564694666205706852e+00,2.653300223432058693e-12,2.310173474685164504e-12
7.565832885560454635e+00,2.653294249557076211e-12,2.310113795648518555e-12
7.566971276177012484e+00,2.653288285476962717e-12,2.310054103081908739e-12
7.568109838081149121e+00,2.653282331033448025e-12,2.309994397086077821e-12
7.569248571298637707e+00,2.653276386497764174e-12,2.309934678072872887e-12
7.570387475855253179e+00,2.653270451078690290e-12,2.309874945921550610e-12
7.571526551776777580e+00,2.653264525567382218e-12,2.309815200896295029e-12
7.572665799088995620e+00,2.653258609568214175e-12,2.309755443345642007e-12
7.573805217817693780e+00,2.653252703137667489e-12,2.309695673243743766e-12
7.574944807988666540e+00,2.653246806524368097e-12,2.309635891165840605e-12
7.576084569627707488e+00,2.653240918993613613e-12,2.309576096843523726e-12
7.577224502760617320e+00,2.653235041336555441e-12,2.309516290720193037e-12
7.578364607413201171e+00,2.653229173338411772e-12,2.309456472928148967e-12
7.579504883611265065e+00,2.653223314999150699e-12,2.309396643910757903e-12
7.580645331380621244e+00,2.653217465844032750e-12,2.309336803462864511e-12
7.581785950747084613e+00,2.653211626246011368e-12,2.309276951969819443e-12
7.582926741736474519e+00,2.653205796329383366e-12,2.309217089653515514e-12
7.584067704374615637e+00,2.653199975495082570e-12,2.309157216451137080e-12
7.585208838687329091e+00,2.653194164522952892e-12,2.309097333069596409e-12
7.586350144700454656e+00,2.653188362712206755e-12,2.309037439119190862e-12
7.587491622439823225e+00,2.653182570447099037e-12,2.308977535127555444e-12
7.588633271931273683e+00,2.653176787535456052e-12,2.308917621137286323e-12
7.589775093200647582e+00,2.653171013988549753e-12,2.308857697491469581e-12
7.590917086273792691e+00,2.653165249682022743e-12,2.308797764280130986e-12
7.592059251176559442e+00,2.653159495056639907e-12,2.308737821809429548e-12
7.593201587934800934e+00,2.653153749422921972e-12,2.308677870011225459e-12
7.594344096574376479e+00,2.653148012995585718e-12,2.308617909154760351e-12
7.595486777121148059e+00,2.653142286565768817e-12,2.308557939841363028e-12
7.596629629600981204e+00,2.653136569082317368e-12,2.308497961860538236e-12
7.597772654039745888e+00,2.653130861144228477e-12,2.308437975497305032e-12
7.598915850463315635e+00,2.653125161971607748e-12,2.308377980725664983e-12
7.600059218897567526e+00,2.653119472412103665e-12,2.308317977946585409e-12
7.601202759368384854e+00,2.653113791651916718e-12,2.308257967281644492e-12
7.602346471901651803e+00,2.653108120640413970e-12,2.308197949158135546e-12
7.603490356523257887e+00,2.653102458394263465e-12,2.308137923434063001e-12
7.604634413259097059e+00,2.653096805738504758e-12,2.308077890499801580e-12
7.605778642135065049e+00,2.653091162085388463e-12,2.308017850550683442e-12
7.606923043177063803e+00,2.653085527491396716e-12,2.307957803449972966e-12
7.608067616410993494e+00,2.653079902318173448e-12,2.307897749893712345e-12
7.609212361862772056e+00,2.653074286034483315e-12,2.307837689697712125e-12
7.610357279558307653e+00,2.653068678934155575e-12,2.307777623262824919e-12
7.611502369523516442e+00,2.653063080644187912e-12,2.307717550436480737e-12
7.612647631784319024e+00,2.653057492034823202e-12,2.307657471956818723e-12
7.613793066366640439e+00,2.653051912066228368e-12,2.307597387502599165e-12
7.614938673296408389e+00,2.653046341552133452e-12,2.307537297648546992e-12
7.616084452599555910e+00,2.653040779825680227e-12,2.307477202231527081e-12
7.617230404302017810e+00,2.653035227146790813e-12,2.307417101599617680e-12
7.618376528429735117e+00,2.653029683165070614e-12,2.307356995890075033e-12
7.619522825008650635e+00,2.653024148434296856e-12,2.307296885324469242e-12
7.620669294064714272e+00,2.653018622773606579e-12,2.307236770245566503e-12
7.621815935623875049e+00,2.653013105742188851e-12,2.307176650363731222e-12
7.622962749712090869e+00,2.653007598097258055e-12,2.307116526601398221e-12
7.624109736355320521e+00,2.653002099307586522e-12,2.307056398568789333e-12
7.625256895579526351e+00,2.652996609361844543e-12,2.306996266677136106e-12
7.626404227410677805e+00,2.652991128508650379e-12,2.306936131063629757e-12
7.627551731874744334e+00,2.652985656058549799e-12,2.306875991623055982e-12
7.628699408997701603e+00,2.652980192734848027e-12,2.306815848987931280e-12
7.629847258805528831e+00,2.652974738537517599e-12,2.306755703290146126e-12
7.630995281324208790e+00,2.652969292856220392e-12,2.306695554477157184e-12
7.632143476579725139e+00,2.652963855815252410e-12,2.306635402712465102e-12
7.633291844598074860e+00,2.652958427990988903e-12,2.306575248459903737e-12
7.634440385405251384e+00,2.652953008569659036e-12,2.306515091677449241e-12
7.635589099027250803e+00,2.652947598025919481e-12,2.306454932602337662e-12
7.636737985490076319e+00,2.652942196551877281e-12,2.306394771535022567e-12
7.637887044819735571e+00,2.652936803424178742e-12,2.306334608370233508e-12
7.639036277042237977e+00,2.652931419094876858e-12,2.306274443571742545e-12
7.640185682183597393e+00,2.652926043914304428e-12,2.306214277397814205e-12
7.641335260269832119e+00,2.652920676921770335e-12,2.306154109611441048e-12
7.642485011326964894e+00,2.652915319044006862e-12,2.306093940897640501e-12
7.643634935381022011e+00,2.652909969636777637e-12,2.306033771072079727e-12
7.644785032458032425e+00,2.652904628914792575e-12,2.305973600361377939e-12
7.645935302584030424e+00,2.652899296674592710e-12,2.305913428992144257e-12
7.647085745785052957e+00,2.652893972904849949e-12,2.305853257101411972e-12
7.648236362087143192e+00,2.652888657989801803e-12,2.305793084963183855e-12
7.649387151516346073e+00,2.652883351567763146e-12,2.305732912840912489e-12
7.650538114098710984e+00,2.652878053921253719e-12,2.305672740766236320e-12
7.651689249860290865e+00,2.652872764496458735e-12,2.305612568802401545e-12
7.652840558827143980e+00,2.652867483575897934e-12,2.305552397270783988e-12
7.653992041025331261e+00,2.652862211509902906e-12,2.305492226392651635e-12
7.655143696480914528e+00,2.652856948061108762e-12,2.305432056489350423e-12
7.656295525219968923e+00,2.652851692709608252e-12,2.305371887297482699e-12
7.657447527268566034e+00,2.652846445862241355e-12,2.305311719343825592e-12
7.658599702652781005e+00,2.652841207699810448e-12,2.305251552765321518e-12
7.659752051398695194e+00,2.652835978052764104e-12,2.305191387730510547e-12
7.660904573532393513e+00,2.652830756491611004e-12,2.305131224234095976e-12
7.662057269079965316e+00,2.652825543400585832e-12,2.305071062518351655e-12
7.663210138067501731e+00,2.652820338915284412e-12,2.305010903004631192e-12
7.664363180521100993e+00,2.652815142651423592e-12,2.304950745634938238e-12
7.665516396466863114e+00,2.652809954575073620e-12,2.304890590546168763e-12
7.666669785930891656e+00,2.652804775025261820e-12,2.304830438096433810e-12
7.667823348939295514e+00,2.652799604137582402e-12,2.304770288485811728e-12
7.668977085518188019e+00,2.652794440973972967e-12,2.304710141508806701e-12
7.670130995693684284e+00,2.652789286551558709e-12,2.304649997902725037e-12
7.671285079491904746e+00,2.652784140316534534e-12,2.304589857435721095e-12
7.672439336938973398e+00,2.652779002291479886e-12,2.304529720371045915e-12
7.673593768061017784e+00,2.652773872329449846e-12,2.304469586882400155e-12
7.674748372884170777e+00,2.652768750927691034e-12,2.304409457201410945e-12
7.675903151434567917e+00,2.652763637102940964e-12,2.304349331259492976e-12
7.677058103738349182e+00,2.652758532098351123e-12,2.304289209641121247e-12
7.678213229821653663e+00,2.652753435134088102e-12,2.304229092404088942e-12
7.679368529710637326e+00,2.652748346515270476e-12,2.304168979632518068e-12
7.680524003431449032e+00,2.652743265642892658e-12,2.304108871247269495e-12
7.681679651010242083e+00,2.652738192901184082e-12,2.304048767695837835e-12
7.682835472473177774e+00,2.652733128391835859e-12,2.303988669320370516e-12
7.683991467846418288e+00,2.652728072329552654e-12,2.303928576004839302e-12
7.685147637156132028e+00,2.652723023911903842e-12,2.303868487980786101e-12
7.686303980428490057e+00,2.652717983952574631e-12,2.303808405653518105e-12
7.687460497689666994e+00,2.652712951897769217e-12,2.303748328780609598e-12
7.688617188965842786e+00,2.652707927770067450e-12,2.303688257741021584e-12
7.689774054283199156e+00,2.652702911705064347e-12,2.303628192813645599e-12
7.690931093667924934e+00,2.652697903476707762e-12,2.303568133950881601e-12
7.692088307146210724e+00,2.652692903582239875e-12,2.303508081594840257e-12
7.693245694744250684e+00,2.652687911400057475e-12,2.303448035455689681e-12
7.694403256488243414e+00,2.652682927246579361e-12,2.303387996328314493e-12
7.695560992404393730e+00,2.652677950681027320e-12,2.303327963691188627e-12
7.696718902518905558e+00,2.652672982720505944e-12,2.303267938349697616e-12
7.697876986857991710e+00,2.652668021986222283e-12,2.303207919992931411e-12
7.699035245447866771e+00,2.652663069461375410e-12,2.303147909089256799e-12
7.700193678314747991e+00,2.652658124965120540e-12,2.303087905717391649e-12
7.701352285484855287e+00,2.652653187988874479e-12,2.303027909971844171e-12
7.702511066984421895e+00,2.652648259097683576e-12,2.302967922110336057e-12
7.703670022839675724e+00,2.652643337862073880e-12,2.302907942195768981e-12
7.704829153076850012e+00,2.652638424700173881e-12,2.302847970670117903e-12
7.705988457722182439e+00,2.652633519159908372e-12,2.302788007385669287e-12
7.707147936801916899e+00,2.652628621444679369e-12,2.302728052510605350e-12
7.708307590342299065e+00,2.652623731384946351e-12,2.302668106365776447e-12
7.709467418369579050e+00,2.652618848596444342e-12,2.302608168919284424e-12
7.710627420910010521e+00,2.652613974175376272e-12,2.302548240692013961e-12
7.711787597989852472e+00,2.652609107319330095e-12,2.302488321604668407e-12
7.712947949635365674e+00,2.652604248118695085e-12,2.302428411809590357e-12
7.714108475872816229e+00,2.652599396663859303e-12,2.302368511538080595e-12
7.715269176728475564e+00,2.652594552581861630e-12,2.302308620689775616e-12
7.716430052228615999e+00,2.652589716675068474e-12,2.302248740011861852e-12
7.717591102399516956e+00,2.652584887802035213e-12,2.302188869109159016e-12
7.718752327267457858e+00,2.652580066844235879e-12,2.302129008507727320e-12
7.719913726858727010e+00,2.652575253428710165e-12,2.302069158059802338e-12
7.721075301199611829e+00,2.652570447804063405e-12,2.302009318275624049e-12
7.722237050316407725e+00,2.652565649088782794e-12,2.301949488707374721e-12
7.723398974235410996e+00,2.652560858062630248e-12,2.301889670112679095e-12
7.724561072982919718e+00,2.652556075155028020e-12,2.301829862659580446e-12
